38,158,68,0,86,1
64,149,55,0,82.32,1
47,173,90,1,81.53,1
63,169,67,1,78.41,0
71,163,40,1,76.95,0
52,168,67,1,80.88,1
70,160,73,1,77.46,0
35,189,99,1,82.04,1
57,158,77,0,84.29,1
54,154,68,0,84.65,1
55,163,63,1,80.69,1
47,171,69,1,81.63,1
36,184,95,1,82.16,1
29,185,97,1,83.15,1
59,154,68,0,83.85,1
55,170,90,1,80.12,1
33,166,77,0,87.15,1
37,146,76,0,85.65,1
64,170,61,1,78.22,0
39,167,76,1,83.58,1
84,172,51,1,73.06,0
36,171,79,1,83.61,1
77,151,72,0,79.86,0
35,168,93,1,84.18,1
35,179,93,1,82.72,1
46,166,61,1,82.3,1
44,160,58,0,86.07,1
48,174,69,1,81.13,1
49,161,79,1,82.25,1
72,153,84,0,81.37,1
39,173,75,1,82.66,1
36,168,61,1,83.81,1
77,161,85,1,74.89,0
49,169,65,1,81.21,1
28,153,70,0,86.56,1
34,176,86,1,83.21,1
61,150,55,0,82.76,1
59,173,82,1,79.2,0
27,169,80,1,85.33,1
61,156,72,0,83.59,1
81,168,62,1,74.03,0
32,155,58,0,86.51,1
43,162,76,1,83.23,1
30,163,50,1,85.38,1
8,127,23,0,94.78,1
40,160,67,1,84.04,1
41,165,69,1,83.23,1
34,157,73,0,86.61,1
81,160,54,1,73.42,0
55,180,60,1,79.35,0
47,159,53,1,82.99,1
48,174,76,1,81.13,1
59,176,66,1,78.89,0
26,169,71,1,85.41,1
47,158,60,1,83.04,1
29,170,74,1,84.57,1
26,165,70,1,85.79,1
38,169,75,1,83.29,1
48,168,98,1,81.65,1
54,150,57,1,82.76,1
56,178,94,1,79.27,0
48,179,82,1,80.69,1
74,152,57,0,80.52,1
40,174,83,1,82.75,1
58,175,73,1,79.06,0
25,171,78,1,85.09,1
41,150,69,0,85.58,1
64,157,56,0,83.33,1
36,170,90,1,83.66,1
32,174,83,1,83.76,1
47,178,74,1,81.07,1
32,155,69,0,86.51,1
70,159,60,0,82.35,1
57,163,83,1,80.35,1
54,158,88,0,84.72,1
63,172,67,1,78.34,0
51,172,83,1,80.83,1
55,157,65,1,81.3,1
43,156,59,0,85.78,1
51,149,69,0,84.29,1
56,178,88,1,79.27,0
28,177,84,1,84.15,1
25,180,72,1,84.19,1
25,164,67,1,85.99,1
51,166,66,1,81.41,1
40,157,90,0,85.95,1
48,153,59,0,84.83,1
42,157,62,0,85.71,1
57,158,53,1,80.92,1
48,155,65,1,83.52,1
47,163,77,1,82.35,1
39,173,75,1,82.66,1
49,169,74,1,81.21,1
47,173,84,1,81.53,1
33,173,80,1,83.73,1
37,152,56,0,85.71,1
55,161,75,0,84.89,1
49,170,77,1,81.44,1
51,169,74,1,81.23,1
25,174,60,1,84.62,1
57,173,81,1,79.76,0
25,158,54,1,86.93,1
25,158,54,1,86.93,1
54,165,57,1,80.73,1
47,172,65,1,81.32,1
48,160,78,1,82.76,1
27,168,77,1,85.18,1
37,172,87,1,83.42,1
35,169,49,1,83.84,1
48,159,80,0,85.34,1
40,152,63,0,85.71,1
59,162,77,1,79.78,0
88,162,49,1,71.3,0
27,174,65,1,84.67,1
49,166,74,1,81.65,1
66,165,64,1,77.9,0
44,162,66,1,83.12,1
47,164,74,1,82.32,1
43,160,65,0,86.18,1
53,159,66,1,81.82,1
24,168,67,1,85.68,1
62,160,61,0,84.06,1
58,178,82,1,79.26,0
11,147,48,0,93.91,1
69,166,63,1,77.37,0
42,154,86,0,85.9,1
28,147,65,0,86.64,1
31,166,95,0,87.03,1
39,147,102,0,85.65,1
50,165,82,1,81.55,1
39,147,102,0,85.65,1
70,161,81,1,77.11,0
35,165,71,1,84.41,1
26,172,78,1,84.91,1
63,160,63,0,83.9,1
67,169,77,1,77.74,0
68,159,67,1,77.87,0
56,178,78,1,79.27,0
51,166,63,1,81.41,1
56,165,68,1,80.13,1
56,160,55,1,80.66,1
57,165,95,1,80,0
64,174,83,1,78.19,0
54,161,54,1,81.21,1
55,165,66,1,80.6,1
57,172,81,1,79.51,0
58,162,64,1,80.29,1
57,173,72,1,79.76,0
57,160,59,1,80.51,1
52,164,68,1,81.33,1
57,165,73,1,80,0
51,165,62,1,81.43,1
54,172,73,1,80.18,1
58,163,56,1,80.21,1
23,176,70,1,84.86,1
40,175,75,1,82.45,1
56,175,68,1,79.59,0
44,158,65,1,83.74,1
26,175,89,1,84.44,1
51,173,66,1,80.81,1
57,172,83,1,79.51,0
61,150,51,0,82.76,1
57,170,54,1,79.56,0
51,172,65,1,80.83,1
36,158,63,0,86.22,1
52,159,71,1,81.95,1
52,187,73,1,79.56,0
52,157,57,1,82.09,1
6,118,29,1,88.72,1
55,161,59,1,81.07,1
57,173,78,1,79.76,0
52,175,71,1,80.34,1
57,169,60,1,79.87,0
51,172,80,1,80.83,1
38,160,95,0,86.38,1
70,157,82,0,82.22,1
47,171,70,1,81.63,1
54,161,60,1,81.21,1
53,153,67,1,82.26,1
24,178,64,1,84.4,1
48,168,73,1,81.65,1
42,167,56,0,86.45,1
50,168,63,1,81.42,1
47,158,69,0,85.28,1
75,167,81,1,75.56,0
43,170,69,1,82.42,1
57,153,89,0,83.85,1
64,152,108,0,82.76,1
58,176,101,1,79.3,0
68,169,59,1,77.24,0
35,154,71,0,86.36,1
10,143,37,1,87.37,1
52,173,70,1,80.41,1
43,139,46,0,84.3,1
24,169,76,1,85.34,1
32,170,94,1,84.05,1
53,165,73,1,80.86,1
54,170,48,1,80.25,1
75,76,150,0,100,1
45,151,70,0,85.24,1
40,176,78,1,82.15,1
49,162,65,1,82.15,1
55,154,69,0,84.5,1
37,158,67,0,86.11,1
25,166,69,0,87.54,1
46,155,64,0,85.59,1
48,157,61,1,83.33,1
42,149,59,0,85.65,1
50,153,70,0,84.54,1
33,160,57,0,86.89,1
36,159,72,1,84.89,1
59,167,70,1,79.33,0
35,157,54,0,86.51,1
44,174,68,1,81.82,1
49,163,120,0,85.31,1
26,154,62,0,87.31,1
40,162,65,1,83.86,1
67,171,68,1,77.74,0
35,174,92,1,83.25,1
41,174,74,1,82.38,1
31,170,60,1,84.41,1
70,154,65,0,82.25,1
34,178,77,1,83.08,1
34,169,68,1,83.93,1
31,178,82,1,83.37,1
57,175,75,1,79.47,0
57,167,58,1,79.93,0
57,175,84,1,79.47,0
